id,name,total_ratings,stars,genres,imdb_link,tmdb_link,description,release_year,label,duration,languages,directors,cast,img_link
2268,A Few Good Men,21170,3.83,['Drama'],https://www.imdb.com/title/tt0104257,https://www.themoviedb.org/movie/881,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",1992,R,138 minutes,"['English', 'Français']",['Rob Reiner'],"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon', 'Kiefer Sutherland', 'Kevin Pollak', 'James Marshall', 'J.T. Walsh', 'Christopher Guest', 'J.A. Preston', 'Matt Craven', 'Wolfgang Bodison', 'Xander Berkeley', 'John M. Jackson', 'Noah Wyle', 'Cuba Gooding Jr.', 'Lawrence Lowe', 'Joshua Malina', 'Oscar Jordan', 'John M. Mathews', 'Aaron Sorkin', 'Alex Wexo', 'Frank Cavestani', 'Jan Munroe', 'Ron Ostrow', 'Matthew Saks', 'Harry Caesar', 'Michael DeLorenzo', 'Geoffrey Nauffts', 'Arthur Senzy', 'Cameron Thor', 'David Bowe', 'Gene Whittington', 'Maud Winchester', 'Jack Serino']",https://image.tmdb.org/t/p/original/H40nWdJngUc6gtytMAbElm9HOu.jpg
2269,Indecent Proposal,3981,2.86,"['Romance', 'Drama']",https://www.imdb.com/title/tt0107211,https://www.themoviedb.org/movie/4478,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.,1993,R,117 minutes,['English'],['Adrian Lyne'],"['Robert Redford', 'Demi Moore', 'Woody Harrelson', 'Seymour Cassel', 'Oliver Platt', 'Billy Bob Thornton', 'Billy Connolly', 'Rip Taylor', 'Pierre Epstein', 'Joel Brooks', 'Pamela Holt', 'Nicholas Georgiade', 'Danny Zorn', 'Kevin West', 'Tommy Bush', 'Mariclare Costello', 'Jedda Jones', 'Myra J.', 'Edwonda White', 'Frankie J. Allison', 'Joseph Ruskin', 'Joe La Due', 'Ben W. Fluker', 'Richard Livingston', 'Joe Bays', 'David Rees', 'Irene Olga López', 'Israel Juarbe', 'Lydia Nicole', 'Iqbal Theba', 'Maurice Sherbanee', 'Elsa Raven', 'Matthew Barry', 'Chi Muoi Lo', 'Art Chudabala', 'Hilary Reynolds', 'Selma Archerd', ""Robert 'Bobby Z' Zajonc"", 'Alan D. Purwin', 'Sheena Easton', 'Herbie Hancock', 'Ashlyn Gere']",https://image.tmdb.org/t/p/original/qyeIkGJuxdjfimkB8eu9AzGZyGM.jpg
2270,"Century of Cinema, A (1994)",35,3.24,[],https://www.imdb.com/title/tt0109390,,,1994,,,['English'],['Caroline Thomas'],[''],
2271,Permanent Midnight,593,3.19,['Drama'],https://www.imdb.com/title/tt0120788,https://www.themoviedb.org/movie/22318,"Juggling increasing career success and a growing heroin habit, a television comedy writer attempts to go down a path of improvement.",1998,R,88 minutes,['English'],['David Veloz'],"['Ben Stiller', 'Elizabeth Hurley', 'Maria Bello', 'Owen Wilson', 'Lourdes Benedicto', 'Peter Greene', 'Cheryl Ladd', 'Fred Willard', 'Charles Fleischer', 'Janeane Garofalo', 'Connie Nielsen', 'Sandra Oh', 'Jerry Stahl', 'Jay Paulson', 'Spencer Garrett', 'Chauncey Leopardi', 'Mary Thompson', 'Liz Torres', 'Douglas Spain', 'Scott Williamson', 'Nancye Ferguson', 'Sam Anderson', 'John Prosky', 'Andy Dick', 'Lainie Kazan', 'Daniel Hartley']",https://image.tmdb.org/t/p/original/4WJDOSlX0QL4R9z4JzWtfuUJFOU.jpg
2272,One True Thing,1009,3.48,"['Drama', 'Romance']",https://www.imdb.com/title/tt0120776,https://www.themoviedb.org/movie/53113,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.,1998,R,127 minutes,['English'],['Carl Franklin'],"['Meryl Streep', 'Renée Zellweger', 'William Hurt', 'Tom Everett Scott', 'Lauren Graham', 'Nicky Katt', 'James Eckhouse', 'Patrick Breen', 'Gerrit Graham', 'David Byron', 'Stephen Peabody', 'Lizbeth MacKay', 'Mary Catherine Wright', 'Sloane Shelton', 'Michele Shay', 'Bobo Lewis', 'Marylouise Burke', 'Marcia Jean Kurtz', 'Diana Canova', 'John Deyle', 'Hallee Hirsh', 'Jeffrey Scaperrotta', 'Todd Cerveris', 'Anna Carolina Alvim', 'Julie Janney', 'Susan Stout', 'Greg Hedtke', 'Christian James', 'Lauren Toub', 'Ashley Remy', 'Saul Williams', 'Julianne Nicholson', 'Amber Kain', 'Yolande Bavan', 'Benjamin Andrews', 'Kathryn Walsh']",https://image.tmdb.org/t/p/original/lN2eCm3A6BtOPuKgLUJ7QSxZcMw.jpg
2273,Rush Hour,15957,3.47,"['Action', 'Comedy', 'Crime']",https://www.imdb.com/title/tt0120812,https://www.themoviedb.org/movie/2109,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",1998,PG-13,98 minutes,"['广州话 / 廣州話', '普通话', 'English']",['Brett Ratner'],"['Jackie Chan', 'Chris Tucker', 'Tom Wilkinson', 'Philip Baker Hall', 'Elizabeth Peña', 'Chris Penn', 'Mark Rolston', 'Tzi Ma', 'Rex Linn', 'Ken Leung', 'Robert Littman', 'Michael Chow', 'Julia Hsu', 'Kai Lennox', 'Larry Sullivan', 'Yang Lin', 'Roger Fan', 'George Cheung', 'Lucy Lin', 'Jason Davis', 'John Hawkes', 'Gene LeBell', 'Wayne A. King', 'Kevin L. Jackson', 'Manny Perry', 'Ronald D. Brown', 'Clifton Powell', 'Matthew Barry', 'Stanley DeSantis', 'Dan Martin', 'Kevin Lowe', 'Billy Devlin', 'Tommy Bush', 'Barry Shabaka Henley', 'Albert Wong', 'Ai Wan', 'Lydia Look', 'Chan Man-Ching', 'Sumiko Chan', 'Ken Lo', 'Stuart W. Yee', 'Nicky Li Chung-Chi', 'Andy Cheng', 'Christine Ng', 'Frances Fong', 'Robert Kotecki', 'Mike Ashley', 'Ada Tai', 'Arlene Tai', 'Nina Ameri', 'Stephen Blackehart', 'Michael Finuoli', 'Victoria Genisce', 'Sarah Krasner', 'James Lew', 'Mars', 'Jody Millard', ""Deirdre O'Brien"", 'Norman D. Wilson', 'Kwan Yung', 'Johnny Cheung Wa', 'Paco Yick Tin-Hung']",https://image.tmdb.org/t/p/original/9FrpAtF87VKblKkDEiIZzYgO40K.jpg
2274,Lilian's Story,18,3.14,['Drama'],https://www.imdb.com/title/tt0113658,https://www.themoviedb.org/movie/122289,"For forty years Lilian Singer has been locked up in a 'loony bin' by her father. Her release is eventually secured by her eccentric Aunt Kitty and her brother, John. Lilian starts to carve out a place for herself. As she explores Sydney and the people who live and work around her she sees others looking for love. Lilian shows us it is never too late to change your life and that even unusual choices can bring contentment.",1996,,94 minutes,['English'],['Jerzy Domaradzki'],"['Ruth Cracknell', 'Barry Otto', 'Toni Collette', 'John Flaus', 'Susie Lindeman', 'Iris Shand', 'Anne-Louise Lambert', 'Essie Davis', 'Jeff Truman', ""Lyle O'Hara"", 'Kate Agnew', 'Fiona Press', 'Pat Hutchinson', 'Fiona Mahl', 'Matt Doran', 'David Argue', 'Anthony Brandon Wong', 'Bogdan Koca', 'Tim McGarry', 'Michael Greir', 'Kenny Graham', 'Marian Dworakowski', 'Patrick Dickson', 'Paul Muirhead', 'Mary Regan', 'Rachael Maza Long', 'Inga Romantsova', 'Morgan Smallbone', 'Bob Maza', 'Jacqueline Kott', 'Silvio Ofria', 'Tim Page', 'Harry Pavlidis', 'Peter McAllum', 'Brian Harrison', 'Jessie Bullions', 'Katie Coogan', 'Rachel Szalay', 'Kristina Bidenko', 'Janet Foye', 'Deborah Foster', 'Monique Spanbrook']",
2275,Six-String Samurai,842,3.39,"['Action', 'Adventure', 'Science Fiction', 'Music', 'Comedy']",https://www.imdb.com/title/tt0118736,https://www.themoviedb.org/movie/24746,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",1998,PG-13,91 minutes,['English'],['Lance Mungia'],"['Jeffrey Falcon', 'Justin McGuire', 'Kim De Angelo', 'Stephane Gauger', 'Clifford Hugo', 'George L. Casillas', 'Oleg Bernov', 'Igor Yuzov', 'Zhenya Kolykhanov', 'Avi Sills', 'Monti Ellison', 'Kareem', 'Paul Szopa', 'Richard McGuire', 'Paula Tillapaugh', 'Zuma Jay', 'Donny Vox', 'Liu Boa', 'Dan Barton', 'Lora Witty', 'Nathaniel Bresler', 'Rheagan Wallace', 'Pasha', 'Taka Yamada', 'Francis Hanna', 'Kelly Johnson', 'Gabrille Pimenter', 'James Frisa', 'Rebecca Morse', 'Nicole Durst', 'Sylvie Smith', 'Jennifer Erwin', 'Noel Falcon', 'Pedro Pano', 'Edward Reilly', 'John Sarkisian', 'Euan MacDonald', 'Henrik Henrickson', ""William Henry 'Chief' McQuire"", 'Lex Lang']",https://image.tmdb.org/t/p/original/bMPIc12GOP0PlOKNVwLmigEi3Dz.jpg
2276,A Soldier's Daughter Never Cries,397,3.49,['Drama'],https://www.imdb.com/title/tt0120835,https://www.themoviedb.org/movie/72987,"This fictionalized story, based on the family life of writer James Jones, is an emotional slice-of-life story. Jones is portrayed here portrayed as Bill Willis, a former war hero turned author who combats alcoholism and is starting to experience health problems. Living in France with his wife, daughter, and an adopted son, the family travels an unconventional road which casts them as outsiders to others. Preaching a sexual freedom, his daughter's sexual discovery begins at an early age and betrays her when the family moves to Hanover in America. Her overt sexuality clashes with the values of her teenage American peers and gives her a problematic reputation. Meanwhile, her brooding brother copes with his own interior pain regarding his past, only comfortable communicating within the domestic space.",1998,R,127 minutes,"['English', 'Français']",['James Ivory'],"['Kris Kristofferson', 'Leelee Sobieski', 'Jane Birkin', 'Barbara Hershey', 'Dominique Blanc', 'Virginie Ledoyen', 'Jesse Bradford', 'Isaach De Bankolé', 'Anne-Cécile Crapie', 'Anthony Decadi', 'Harley Cross', 'Macha Méril', 'Nathalie Richard', 'Anthony Roth Costanzo', 'Bob Swaim', 'Luisa Conlon', 'Samuel Gruen', 'Michelle Fairley', 'Scott Thomas', 'Frédéric Da', 'Christopher Berry', 'Antoine Chain', 'Marie Henriau', 'Florence Villeminot']",https://image.tmdb.org/t/p/original/ygE6FbYAE4RE61Bdrhg6xDr2mZQ.jpg
2277,Somewhere in the City,9,2.33,"['Comedy', 'Drama']",https://www.imdb.com/title/tt0120162,https://www.themoviedb.org/movie/193103,"The film portrays life of New York City's Lower East Side inhabitants. Introvert therapist Betty is befriended with Chinese immigrant Lu Lu, leftist radical Che is also Lu Lu's friend. Italian immigrant and wife of supervisor of building where they all live, Marta, is having an affair with her neighbour Frankie who likes scams. One of his scams goes terribly wrong.",1998,,94 minutes,['English'],['Ramin Niami'],"['Bai Ling', 'Sandra Bernhard', 'Ornella Muti', 'Robert John Burke', 'Peter Stormare', 'Bill Sage', 'Linda Dano', 'Kim Walker', 'Paolina Weber', 'Amy Hargreaves', 'Jessica Dublin']",
2278,Ronin,13148,3.58,"['Action', 'Thriller', 'Crime']",https://www.imdb.com/title/tt0122690,https://www.themoviedb.org/movie/8195,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",1998,R,122 minutes,"['English', 'Français', 'Pусский']",['John Frankenheimer'],"['Robert De Niro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgård', 'Skipp Sudduth', 'Jonathan Pryce', 'Sean Bean', 'Michael Lonsdale', 'Féodor Atkine', 'Katarina Witt', 'Ron Perkins', 'Daniel Breton', 'Amidou', 'Jan Tříska', 'Bernard Bloch', 'Léopoldine Serre', 'Dominic Gugliametti', 'Alan Beckworth', 'Tolsty', 'Gérard Moulévrier', 'Lionel Vitrant', 'Vincent Schmitt', 'Julia Maraval', 'Laurent Spielvogel', 'Steve Suissa', 'Katia Tchenko', 'Dyna Gauzy', 'Lilly-Fleur Pointeaux', 'Dimitri Rafalsky', 'Gérard Touratier', 'Christophe Maratier', 'Pierre Forest', 'Henry Moati', 'Cyril Prentout', 'Vladimir Tchernine', 'Amanda Spencer', 'Frédéric Schmalzbauer', 'Lou Maraval', 'Nader Boussandel', 'Hélène Cardona', 'Lee Delong', 'Norbert Ferrer', 'Veronique Blanc Meyere', 'Christine Musset']",https://image.tmdb.org/t/p/original/h6UcOYmiwliqG2a0hHqvPsA4n4C.jpg
2279,Urban Legend,3294,2.69,"['Horror', 'Mystery']",https://www.imdb.com/title/tt0146336,https://www.themoviedb.org/movie/9877,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,1998,R,100 minutes,['English'],['Jamie Blanks'],"['Alicia Witt', 'Jared Leto', 'Rebecca Gayheart', 'Michael Rosenbaum', 'Loretta Devine', 'Tara Reid', 'John Neville', 'Joshua Jackson', 'Julian Richings', 'Robert Englund', 'Natasha Gregson Wagner', 'Danielle Harris', 'Brad Dourif', 'Gord Martineau', 'Vince Corazza', 'Stephanie Mills', 'Danny Comden', 'Nancy McAlear', 'Kay Hawtrey', 'Angela Vint', 'J.C. Kenny', 'Balázs Koós', 'Shawn Mathieson', 'Clé Bennett', 'Danielle Brett', 'Roberta Angelica', 'Matt Birman']",https://image.tmdb.org/t/p/original/fNM23lDk5LEQBBNockmTzmtAxWg.jpg
2280,Clay Pigeons,978,3.32,"['Crime', 'Comedy']",https://www.imdb.com/title/tt0118863,https://www.themoviedb.org/movie/26618,"Clay is a young man in a small town who witnesses his friend, Earl kill himself because of the ongoing affair that Clay was having with the man's wife, Amanda. Feeling guilty, Clay now resists the widow when she presses him to continue with their sexual affairs. Clay inadvertently befriends a serial killer named Lester Long, who murders the widow in an attempt to ""help"" his ""fishing buddy.""",1998,R,104 minutes,['English'],['David Dobkin'],"['Joaquin Phoenix', 'Vince Vaughn', 'Janeane Garofalo', 'Scott Wilson', 'Gregory Sporleder', 'Georgina Cates', 'Vince Vieluf', 'Joseph D. Reitman', 'Nicole Arlyn', 'Wayne Brennan', 'Jeff Olson', 'Monica Moench', 'Kevin Rahm', 'Jesse Bennett', 'Phil Morris', 'Kari White', 'Zane Parker']",https://image.tmdb.org/t/p/original/brB272BzxcuTG5NdTRcjNEqAb3A.jpg
2281,Monument Ave.,111,3.13,"['Drama', 'Thriller', 'Crime']",https://www.imdb.com/title/tt0119802,https://www.themoviedb.org/movie/21132,"Bobby O'Grady is a low level member of a Boston Irish gang run by Jackie O'Hara. Jackie demands absolute, total loyalty to him. When Jackie kills one of Bobby's buddies, Teddy, Bobby and others have to keep it an absolute secret, even from their and Teddy's relatives.",1998,,93 minutes,['English'],['Ted Demme'],"['Denis Leary', 'Ian Hart', 'Jason Barry', 'Lenny Clarke', 'Kevin Chapman', 'George MacDonald', 'John Diehl', 'Lyndon Byers', 'Herbie Ade', 'Noah Emmerich', 'Famke Janssen', 'Melissa Fitzgerald', 'Don Gavin', 'Billy Crudup', 'Colm Meaney', 'Jeanne Tripplehorn', 'Martin Sheen']",https://image.tmdb.org/t/p/original/i9nSIg4V8LFj3G7vAabnSZexnK7.jpg
2282,Pecker,2466,3.39,"['Comedy', 'Drama']",https://www.imdb.com/title/tt0126604,https://www.themoviedb.org/movie/11855,"A Baltimore teenager who picks up a second-hand camera starts snapping his way to stardom, soon turning into a nationwide sensation, with a fateful choice between his life and his art.",1998,R,86 minutes,['English'],['John Waters'],"['Edward Furlong', 'Christina Ricci', 'Bess Armstrong', 'Mark Joy', 'Mary Kay Place', 'Martha Plimpton', 'Brendan Sexton III', 'Mink Stole', 'Lili Taylor', 'Patricia Hearst', 'Jean Schertler', 'Lauren Hulsey', 'Mo Fischer', 'Donald Neal', 'Carolyn Stayer', 'Jack Webster', 'Alan J. Wendl', 'Judith Knight Young', 'Anthony Roger', 'Billy Tolzman', 'Bryan J. Thomas', 'Tim Caggiano', 'Betsy Ames', 'Scott Morgan', 'Valerie Karasek', 'Cindy Sherman', 'Joyce Flick Wendl', 'Liam Hughes', 'Greg Gorman', 'Irving Jacobs', 'Mary Vivian Pearce', 'Kennen Sisco', 'Jennifer Zakroff', 'Angela Calo', 'Susan Duvall', 'Ruth Lawson Walsh', 'Dean Alai', 'Brigid Berlin', 'Kimberlee Suerth', 'John Badila', 'R. Scott Williams', 'Susan Lowe', 'Marisa Zalabak', 'Andreas Kraemer', 'Sharon Niesp', 'Delaney Williams', 'Bobby J. Brown', 'Regi Davis', 'Tyler Miller', 'Channing Wilroy', 'Rosemary Knower', 'Kate Kiley', 'Jack French', 'Stan Brandorff', 'Doug Roberts', 'Patsy Grady Abrams', 'Holly Twyford', 'Joshua L. Shoemaker', 'Sloane Brown', 'Thomas Korzeniowski', 'Susan Greenhill', 'Lola Pashalinski', 'Michael Ahl', 'Stacy Keibler', 'John Waters']",https://image.tmdb.org/t/p/original/kRSGXAFlssWjYM2wvQQRQoIErBk.jpg
2283,The Sheltering Sky,578,3.25,"['Drama', 'Adventure']",https://www.imdb.com/title/tt0100594,https://www.themoviedb.org/movie/24016,An American couple drift toward emptiness in postwar North Africa.,1990,R,138 minutes,"['العربية', 'English', 'Français']",['Bernardo Bertolucci'],"['Debra Winger', 'John Malkovich', 'Campbell Scott', 'Jill Bennett', 'Timothy Spall', 'Eric Vu-An', 'Amina Annabi', 'Philippe Morier-Genoud', 'Sotigui Kouyaté', 'Tom Novembre', 'Mohamed Ben Smail', 'Kamel Cherif', 'Mohammed Afifi', 'Brahim Oubana', 'Carolyn De Fonseca', 'Veronica Lazăr', 'Rabea Tami', 'Nicoletta Braschi', 'Menouer Samiri', 'Keltoum Alaoui', 'Mohamed Ixa', 'Ahmed Azoum', 'Alghabid Kanakan', 'Gambo Alkabous', 'Sidi Kasko', 'Azahra Attayoub', 'Maghnia Mohamed', 'Oumou Alghabid', 'Sidi Alkhadar', 'Paul Bowles']",https://image.tmdb.org/t/p/original/27nvfP0Y7cBP2Bd7ewqv90HZltq.jpg
2284,Bandit Queen,397,3.7,"['Drama', 'Crime', 'Action', 'Western', 'History']",https://www.imdb.com/title/tt0109206,https://www.themoviedb.org/movie/14785,"Born a lower-caste girl in rural India's patriarchal society, ""married"" at 11, repeatedly raped and brutalized, Phooland Devi finds freedom only as an avenging warrior, the eponymous Bandit Queen. Devi becomes a kind a bloody Robin Hood; this extraordinary biographical film offers both a vivid portrait of a driven woman and a savage critique of the society that made her.",1995,NR,119 minutes,['हिन्दी'],['Shekhar Kapur'],"['Seema Biswas', 'Nirmal Pandey', 'Rajesh Vivek', 'Raghubir Yadav', 'Aditya Srivastava', 'Manoj Bajpayee', 'Ranjit Chowdhry', 'Harish Kumar', 'Govind Namdeo', 'Hemant Pandey', 'Sitaram Panchal', 'Lakshmi', 'Gajraj Rao', 'Saurabh Shukla', 'Anupam Shyam', 'Anirudh Agarwal', 'Aseem Bajaj', 'Pallavi Bharti', 'Kamia Bhatt', 'Puran Bhatt', 'Sunita Bhatt', 'Ashok Bulani', 'Mahesh Chandra', 'Deepak Chibber', 'G.B. Dixit', 'Sunil Gaekwad', 'Mandakini Goswami', 'Guddi', 'Pawan Gupta', 'Pradeep Gupta', 'Yogesh Gupta', 'Dhawal Gwaliori', 'Nazim Hussain', 'Raj Kumar Kamie', 'Surendra Kora', 'Sanjeev Kumar', 'Khunni Lal Maina', 'Agesh Markam', 'Hemant Mishra', 'Avinash Nemade', 'Ram Charan Nirmalker', 'Nazim Patel', 'Rakesh Raekwar', 'Savitri Raekwar', 'Dilip Raghuvanshi', 'Basant Rawat', 'Ajai Rohilla', 'Anil Kumar Sahu', 'Paritosh Sand', 'Ravi Sangde', 'K.D. Segan', 'Ashok Sharma', 'Jeetendra Shastri', 'Gyan Shivpuri', 'Vijay Shukla', 'Chotelal Siraswal', 'Girish Solanki', 'Deepak Soni', 'Malabai Sonwani', 'Vinod Tiwari', 'Vibanshu Vaibhav', 'Uma Yaish', 'Shekhar Kapur']",https://image.tmdb.org/t/p/original/54HjaN1wfl8O7F2xuBoDrduEzKJ.jpg
2285,if....,889,3.72,['Drama'],https://www.imdb.com/title/tt0063850,https://www.themoviedb.org/movie/14794,"In an English boys' boarding school, social hierarchy reigns supreme and power remains in the hands of distanced and ineffectual teachers and callously vicious prefects in the Upper Sixth. Three Lower Sixth students, Wallace, Johnny and leader Mick Travis decide on a shocking course of action to redress the balance of privilege once and for all.",1968,R,112 minutes,"['English', 'Latin']",['Lindsay Anderson'],"['Malcolm McDowell', 'David Wood', 'Richard Warwick', 'Christine Noonan', 'Rupert Webster', 'Robert Swann', 'Hugh Thomas', 'Michael Cadman', 'Peter Sproule', 'Peter Jeffrey', 'Anthony Nicholls', 'Arthur Lowe', 'Mona Washbourne', 'Mary MacLeod', 'Geoffrey Chater', 'Ben Aris', 'Graham Crowden', 'Charles Lloyd Pack', 'Guy Ross', 'Robin Askwith', 'Richard Everett', 'Philip Bagenal', 'Nicholas Page', 'Robert Yetzes', 'David Griffin', 'Graham Sharman', 'Richard Tombleson', 'Robin Davies', 'Brian Pettifer', 'Michael Newport', 'Charles Sturridge', 'Sean Bury', 'Martin Beaumont', 'Ellis Dale', 'John Garrie', 'Tommy Godfrey', 'Peter Jaques', 'Simon Ward']",https://image.tmdb.org/t/p/original/6GZ4KgKv6rZ1zbBxGSOUHkW1HE5.jpg
